newindex,BaseDateTime,COG,CallSign,Cargo,Draft,Heading,IMO,LAT,LON,Length,MMSI,SOG,Status,VesselName,VesselType,Width,coordinate,datetime,envelope
283,2017-06-26T15:16:18,75.5,,,,511.0,,26.02207000000001,-80.00811,12.8,368926067.0,3.7,,46NS1501,,,POINT (-80.00811 26.02207000000001),2017-06-26 15:16:18,"POLYGON ((-80.02811 26.00207000000001, -79.98811000000001 26.00207000000001, -79.98811000000001 26.04207000000001, -80.02811 26.04207000000001, -80.02811 26.00207000000001))"
284,2017-06-26T15:16:20,3.0,WCY8957,,,8.0,,26.02027,-80.09186,26.85,367390470.0,10.0,under way using engine,RICHARD L BECKER,1012.0,7.3,POINT (-80.09186 26.02027),2017-06-26 15:16:20,"POLYGON ((-80.11185999999999 26.00027, -80.07186 26.00027, -80.07186 26.04027, -80.11185999999999 26.04027, -80.11185999999999 26.00027))"
285,2017-06-26T15:15:35,-60.3,ZCGL,37.0,2.0,58.0,IMO8979855,26.18957,-80.05707,43.01,319668000.0,1.7,under way using engine,RELENTLESS,1019.0,8.2,POINT (-80.05707 26.18957),2017-06-26 15:15:35,"POLYGON ((-80.07706999999999 26.16957, -80.03707 26.16957, -80.03707 26.20957, -80.07706999999999 26.20957, -80.07706999999999 26.16957))"
286,2017-06-26T15:16:14,-63.5,WDF6123,,,511.0,,25.96493,-80.04964,8.23,367470890.0,1.5,,AAI CHASE,,,POINT (-80.04964 25.96493),2017-06-26 15:16:14,"POLYGON ((-80.06963999999999 25.94493, -80.02964 25.94493, -80.02964 25.98493, -80.06963999999999 25.98493, -80.06963999999999 25.94493))"
287,2017-06-26T15:16:08,98.7,ZCMW5,,,511.0,,25.72044,-79.9833,,319031400.0,18.4,,LA BELLA,1001.0,,POINT (-79.9833 25.72044),2017-06-26 15:16:08,"POLYGON ((-80.0033 25.70044, -79.9633 25.70044, -79.9633 25.74044, -80.0033 25.74044, -80.0033 25.70044))"
288,2017-06-26T15:15:33,-153.0,WCA3764,,4.2,254.0,IMO8101733,26.09507,-80.08491,38.41,366516380.0,8.0,power-driven vessel pushing ahead or towing alongside,MORGAN REINAUER,1025.0,10.37,POINT (-80.08490999999999 26.09507),2017-06-26 15:15:33,"POLYGON ((-80.10490999999999 26.07507, -80.06491 26.07507, -80.06491 26.11507, -80.10490999999999 26.11507, -80.10490999999999 26.07507))"
289,2017-06-26T15:16:42,-149.9,WCA3764,,4.2,260.0,IMO8101733,26.09449,-80.08771999999998,38.41,366516380.0,8.2,power-driven vessel pushing ahead or towing alongside,MORGAN REINAUER,1025.0,10.37,POINT (-80.08771999999998 26.09449),2017-06-26 15:16:42,"POLYGON ((-80.10771999999997 26.07449, -80.06771999999998 26.07449, -80.06771999999998 26.11449, -80.10771999999997 26.11449, -80.10771999999997 26.07449))"
290,2017-06-26T15:16:56,-116.5,WDH7024,,,511.0,,26.06821,-79.99164,23.96,367643980.0,11.4,,VIRGINIA LEE,1019.0,6.9,POINT (-79.99164 26.06821),2017-06-26 15:16:56,"POLYGON ((-80.01164 26.04821, -79.97164000000001 26.04821, -79.97164000000001 26.08821, -80.01164 26.08821, -80.01164 26.04821))"
291,2017-06-26T15:15:46,183.9,WDD6715,32.0,5.7,180.0,IMO7906849,25.89274,-80.02393000000002,41.61,367176630.0,7.9,under way using engine,OSG INDEPENDENCE,1025.0,11.31,POINT (-80.02393000000002 25.89274),2017-06-26 15:15:46,"POLYGON ((-80.04393000000002 25.87274, -80.00393000000003 25.87274, -80.00393000000003 25.91274, -80.04393000000002 25.91274, -80.04393000000002 25.87274))"
292,2017-06-30T15:09:21,69.2,PCEX,70.0,5.8,80.0,IMO9346029,26.15502,-79.95423000000002,208.89,244870311.0,14.1,under way using engine,YACHT EXPRESS,1004.0,32.23,POINT (-79.95423000000002 26.15502),2017-06-30 15:09:21,"POLYGON ((-79.97423000000002 26.13502, -79.93423000000003 26.13502, -79.93423000000003 26.17502, -79.97423000000002 26.17502, -79.97423000000002 26.13502))"
293,2017-06-30T15:09:30,12.6,,,,511.0,,25.99877,-80.08905,,367350000.0,19.9,,,,,POINT (-80.08905 25.99877),2017-06-30 15:09:30,"POLYGON ((-80.10905 25.97877, -80.06905 25.97877, -80.06905 26.01877, -80.10905 26.01877, -80.10905 25.97877))"
294,2017-06-30T15:09:56,168.2,ZGAM2,37.0,,166.0,,26.08617000000001,-80.08783000000003,29.14,319018800.0,15.0,moored,PRIMADONNA,1019.0,7.1,POINT (-80.08783000000003 26.08617000000001),2017-06-30 15:09:56,"POLYGON ((-80.10783000000002 26.06617000000001, -80.06783000000003 26.06617000000001, -80.06783000000003 26.10617000000001, -80.10783000000002 26.10617000000001, -80.10783000000002 26.06617000000001))"
295,2017-06-30T15:09:29,0.4,WBI4636,,4.2,5.0,IMO8201090,26.24121,-80.01139,36.58,367185680.0,6.7,power-driven vessel towing astern,EAST COAST,1025.0,9.78,POINT (-80.01139000000001 26.24121),2017-06-30 15:09:29,"POLYGON ((-80.03139 26.22121, -79.99139000000001 26.22121, -79.99139000000001 26.26121, -80.03139 26.26121, -80.03139 26.22121))"
296,2017-06-30T15:09:40,2.5,GDDX,,,2.0,,26.26555,-80.02953000000002,,233387000.0,12.8,under way using engine,SHERGAR,,,POINT (-80.02953000000002 26.26555),2017-06-30 15:09:40,"POLYGON ((-80.04953000000002 26.24555, -80.00953000000003 26.24555, -80.00953000000003 26.28555, -80.04953000000002 26.28555, -80.04953000000002 26.24555))"
297,2017-06-30T15:10:27,68.6,PCEX,70.0,5.8,80.0,IMO9346029,26.15659,-79.94973,208.89,244870311.0,14.1,under way using engine,YACHT EXPRESS,1004.0,32.23,POINT (-79.94973 26.15659),2017-06-30 15:10:27,"POLYGON ((-79.96973 26.13659, -79.92973000000001 26.13659, -79.92973000000001 26.17659, -79.96973 26.17659, -79.96973 26.13659))"
298,2017-06-30T15:10:23,68.6,6YSD4,37.0,2.1,260.0,IMO9391103,26.15644,-79.95047,43.89,339503000.0,14.1,restricted maneuverability,MIM,1019.0,8.53,POINT (-79.95047 26.15644),2017-06-30 15:10:23,"POLYGON ((-79.97046999999999 26.13644, -79.93047 26.13644, -79.93047 26.17644, -79.97046999999999 26.17644, -79.97046999999999 26.13644))"
299,2017-06-30T15:09:17,68.8,6YSD4,37.0,2.1,260.0,IMO9391103,26.15486,-79.95494000000002,43.89,339503000.0,14.0,restricted maneuverability,MIM,1019.0,8.53,POINT (-79.95494000000002 26.15486),2017-06-30 15:09:17,"POLYGON ((-79.97494000000002 26.13486, -79.93494000000003 26.13486, -79.93494000000003 26.17486, -79.97494000000002 26.17486, -79.97494000000002 26.13486))"
300,2017-06-30T15:09:12,167.0,V2QD,70.0,5.0,171.0,IMO8815308,25.8405,-80.00452,94.5,304010792.0,9.9,moored,JAN CARIBE,1004.0,16.14,POINT (-80.00452 25.8405),2017-06-30 15:09:12,"POLYGON ((-80.02452 25.8205, -79.98452 25.8205, -79.98452 25.8605, -80.02452 25.8605, -80.02452 25.8205))"
301,2017-06-30T15:10:27,138.4,J8B5341,79.0,5.9,165.0,IMO9142447,26.13354,-80.07559,98.68,376609000.0,0.2,at anchor,ALLEGRO,1004.0,16.9,POINT (-80.07559000000001 26.13354),2017-06-30 15:10:27,"POLYGON ((-80.09559 26.11354, -80.05559000000001 26.11354, -80.05559000000001 26.15354, -80.09559 26.15354, -80.09559 26.11354))"
302,2017-06-30T15:09:07,-138.0,WDB5090,,,511.0,,26.69898,-80.01784,8.84,366905760.0,1.5,,SIRENA,1012.0,3.7,POINT (-80.01784000000001 26.69898),2017-06-30 15:09:07,"POLYGON ((-80.03784 26.67898, -79.99784000000001 26.67898, -79.99784000000001 26.71898, -80.03784 26.71898, -80.03784 26.67898))"
303,2017-06-30T15:09:26,174.0,,,,511.0,,25.90133,-80.09819,19.11,338181483.0,16.5,,DIGGIN IT 4,1019.0,,POINT (-80.09819 25.90133),2017-06-30 15:09:26,"POLYGON ((-80.11819 25.88133, -80.07819000000001 25.88133, -80.07819000000001 25.92133, -80.11819 25.92133, -80.11819 25.88133))"
304,2017-06-30T15:10:52,2.1,GDDX,,,0.0,,26.2698,-80.02943,,233387000.0,12.7,under way using engine,SHERGAR,,,POINT (-80.02943 26.2698),2017-06-30 15:10:52,"POLYGON ((-80.04943 26.2498, -80.00943000000001 26.2498, -80.00943000000001 26.2898, -80.04943 26.2898, -80.04943 26.2498))"
305,2017-06-30T15:09:14,69.0,GYST5,37.0,7.5,80.0,,26.15479,-79.95544,42.0,339498000.0,14.1,under way sailing,GRANDILLUSION,37.0,8.0,POINT (-79.95544 26.15479),2017-06-30 15:09:14,"POLYGON ((-79.97543999999999 26.13479, -79.93544 26.13479, -79.93544 26.17479, -79.97543999999999 26.17479, -79.97543999999999 26.13479))"
306,2017-06-30T15:10:06,183.0,V2FE8,,9.5,185.0,IMO9517422,25.9755,-79.94733000000002,161.33,305655000.0,8.0,under way using engine,TAMMO,1004.0,25.0,POINT (-79.94733000000002 25.9755),2017-06-30 15:10:06,"POLYGON ((-79.96733000000002 25.9555, -79.92733000000003 25.9555, -79.92733000000003 25.9955, -79.96733000000002 25.9955, -79.96733000000002 25.9555))"
307,2017-06-30T15:10:59,53.7,PHOW,,5.8,154.0,IMO9375135,25.7899,-80.09380999999998,99.97,244561000.0,0.1,at anchor,VANQUISH,1004.0,15.85,POINT (-80.09380999999998 25.7899),2017-06-30 15:10:59,"POLYGON ((-80.11380999999997 25.7699, -80.07380999999998 25.7699, -80.07380999999998 25.8099, -80.11380999999997 25.8099, -80.11380999999997 25.7699))"
308,2017-06-30T15:09:01,7.6,ZCPX9,,,511.0,,25.97984,-80.09925,,319971000.0,14.4,,BINA,,,POINT (-80.09925 25.97984),2017-06-30 15:09:01,"POLYGON ((-80.11924999999999 25.95984, -80.07925 25.95984, -80.07925 25.99984, -80.11924999999999 25.99984, -80.11924999999999 25.95984))"
309,2017-06-30T15:10:21,68.6,GYST5,37.0,7.5,81.0,,26.15638,-79.95085999999998,42.0,339498000.0,14.2,under way sailing,GRANDILLUSION,37.0,8.0,POINT (-79.95085999999998 26.15638),2017-06-30 15:10:21,"POLYGON ((-79.97085999999997 26.13638, -79.93085999999998 26.13638, -79.93085999999998 26.17638, -79.97085999999997 26.17638, -79.97085999999997 26.13638))"
310,2017-06-30T15:09:13,-100.5,HO4770,70.0,2.3,511.0,IMO9489675,26.76571,-80.02223000000002,57.92,356907000.0,9.6,under way using engine,VI-NAIS,1004.0,11.62,POINT (-80.02223000000002 26.76571),2017-06-30 15:09:13,"POLYGON ((-80.04223000000002 26.74571, -80.00223000000003 26.74571, -80.00223000000003 26.78571, -80.04223000000002 26.78571, -80.04223000000002 26.74571))"
311,2017-06-30T15:10:32,-89.5,HO4770,70.0,2.3,511.0,IMO9489675,26.76816,-80.0251,57.92,356907000.0,9.9,under way using engine,VI-NAIS,1004.0,11.62,POINT (-80.02509999999999 26.76816),2017-06-30 15:10:32,"POLYGON ((-80.04509999999999 26.74816, -80.0051 26.74816, -80.0051 26.78816, -80.04509999999999 26.78816, -80.04509999999999 26.74816))"
312,2017-06-30T15:10:55,169.0,,,,511.0,,25.89443,-80.09676999999998,19.11,338181483.0,16.4,,DIGGIN IT 4,1019.0,,POINT (-80.09676999999998 25.89443),2017-06-30 15:10:55,"POLYGON ((-80.11676999999997 25.87443, -80.07676999999998 25.87443, -80.07676999999998 25.91443, -80.11676999999997 25.91443, -80.11676999999997 25.87443))"
313,2017-07-02T17:54:51,160.5,,,,511.0,,26.11784,-79.98464,10.21,338179187.0,4.8,,GO DEEP,1019.0,,POINT (-79.98464 26.11784),2017-07-02 17:54:51,"POLYGON ((-80.00463999999999 26.09784, -79.96464 26.09784, -79.96464 26.13784, -80.00463999999999 26.13784, -80.00463999999999 26.09784))"
314,2017-07-02T17:53:21,149.5,,,,511.0,,26.11968,-79.98559,10.21,338179187.0,4.6,,GO DEEP,1019.0,,POINT (-79.98559 26.11968),2017-07-02 17:53:21,"POLYGON ((-80.00559 26.09968, -79.96559000000001 26.09968, -79.96559000000001 26.13968, -80.00559 26.13968, -80.00559 26.09968))"
315,2017-07-06T15:11:54,59.8,,,,511.0,,26.01976,-79.89515,10.64,338161564.0,3.9,,GANNET,1019.0,,POINT (-79.89515 26.01976),2017-07-06 15:11:54,"POLYGON ((-79.91515 25.99976, -79.87515 25.99976, -79.87515 26.03976, -79.91515 26.03976, -79.91515 25.99976))"
316,2017-07-06T15:11:30,-55.2,WDF4734,,,511.0,,25.77384,-80.10070999999998,22.8,368664000.0,9.7,,WATERSHED II,1019.0,,POINT (-80.10070999999998 25.77384),2017-07-06 15:11:30,"POLYGON ((-80.12070999999997 25.75384, -80.08070999999998 25.75384, -80.08070999999998 25.79384, -80.12070999999997 25.79384, -80.12070999999997 25.75384))"
317,2017-07-06T15:10:33,-125.6,9HA3437,70.0,10.9,269.0,IMO9406960,25.76504,-80.02335,176.83,229600000.0,10.4,under way using engine,GLUECKSBURG,1004.0,27.4,POINT (-80.02334999999999 25.76504),2017-07-06 15:10:33,"POLYGON ((-80.04334999999999 25.74504, -80.00335 25.74504, -80.00335 25.78504, -80.04334999999999 25.78504, -80.04334999999999 25.74504))"
318,2017-07-06T15:11:57,172.3,WCZ5207,52.0,5.2,173.0,IMO9219501,26.77465,-79.99469,38.7,338631000.0,9.4,under way using engine,BRENDAN J BOUCHARD,1025.0,11.6,POINT (-79.99469000000001 26.77465),2017-07-06 15:11:57,"POLYGON ((-80.01469 26.75465, -79.97469000000001 26.75465, -79.97469000000001 26.79465, -80.01469 26.79465, -80.01469 26.75465))"
319,2017-07-06T15:10:01,-51.1,WDF4734,,,511.0,,25.76975,-80.1003,22.8,368664000.0,9.6,,WATERSHED II,1019.0,,POINT (-80.1003 25.76975),2017-07-06 15:10:01,"POLYGON ((-80.1203 25.74975, -80.08030000000001 25.74975, -80.08030000000001 25.78975, -80.1203 25.78975, -80.1203 25.74975))"
320,2017-07-06T15:10:02,96.8,WDG5366,,,119.0,,25.802970000000002,-80.09037,18.84,366931000.0,0.3,under way using engine,SONNY,1012.0,,POINT (-80.09036999999999 25.80297),2017-07-06 15:10:02,"POLYGON ((-80.11036999999999 25.78297, -80.07037 25.78297, -80.07037 25.82297, -80.11036999999999 25.82297, -80.11036999999999 25.78297))"
321,2017-07-06T15:10:40,177.6,WDG9138,0.0,,173.0,,25.92547,-80.0873,46.09,367180940.0,10.2,under way using engine,USHER,1019.0,8.7,POINT (-80.0873 25.92547),2017-07-06 15:10:40,"POLYGON ((-80.1073 25.90547, -80.0673 25.90547, -80.0673 25.94547, -80.1073 25.94547, -80.1073 25.90547))"
322,2017-07-06T15:11:03,173.8,WDG5366,,,119.0,,25.802970000000002,-80.09037,18.84,366931000.0,0.2,under way using engine,SONNY,1012.0,,POINT (-80.09036999999999 25.80297),2017-07-06 15:11:03,"POLYGON ((-80.11036999999999 25.78297, -80.07037 25.78297, -80.07037 25.82297, -80.11036999999999 25.82297, -80.11036999999999 25.78297))"
323,2017-07-06T15:11:24,89.5,WDC4930,,,511.0,,25.753320000000002,-79.98425,23.53,303372000.0,9.0,,CORAL REEF II,1012.0,7.4,POINT (-79.98425 25.75332),2017-07-06 15:11:24,"POLYGON ((-80.00425 25.73332, -79.96425000000001 25.73332, -79.96425000000001 25.77332, -80.00425 25.77332, -80.00425 25.73332))"
324,2017-07-06T15:11:42,-120.4,9HA3437,70.0,10.9,270.0,IMO9406960,25.76606,-80.02675,176.83,229600000.0,9.6,under way using engine,GLUECKSBURG,1004.0,27.4,POINT (-80.02675000000001 25.76606),2017-07-06 15:11:42,"POLYGON ((-80.04675 25.74606, -80.00675000000001 25.74606, -80.00675000000001 25.78606, -80.04675 25.78606, -80.04675 25.74606))"
325,2017-07-06T15:11:31,2.3,WDG9742,,3.7,0.0,IMO9565596,26.68368,-79.92829,35.37,367416750.0,13.0,under way using engine,BLUEFIN,1025.0,10.97,POINT (-79.92829 26.68368),2017-07-06 15:11:31,"POLYGON ((-79.94829 26.66368, -79.90829000000001 26.66368, -79.90829000000001 26.70368, -79.94829 26.70368, -79.94829 26.66368))"
326,2017-07-06T15:11:37,4.2,WDE4689,31.0,4.3,1.0,IMO7717676,26.27866,-80.02691,35.23,367356580.0,9.5,under way using engine,OCEAN TOWER,1025.0,9.78,POINT (-80.02691 26.27866),2017-07-06 15:11:37,"POLYGON ((-80.04691 26.25866, -80.00691 26.25866, -80.00691 26.29866, -80.04691 26.29866, -80.04691 26.25866))"
327,2017-07-06T15:11:18,1.5,,,,511.0,,26.7183,-80.02615,16.52,338163616.0,20.7,,AMY LEIGH,1019.0,,POINT (-80.02615 26.7183),2017-07-06 15:11:18,"POLYGON ((-80.04615 26.6983, -80.00615000000001 26.6983, -80.00615000000001 26.7383, -80.04615 26.7383, -80.04615 26.6983))"
328,2017-07-06T15:10:54,70.0,OWQQ2,70.0,3.7,117.0,IMO8503979,25.77647,-80.09985,66.81,219207000.0,0.0,at anchor,DANICA RAINBOW,1004.0,10.22,POINT (-80.09985 25.77647),2017-07-06 15:10:54,"POLYGON ((-80.11985 25.75647, -80.07985000000001 25.75647, -80.07985000000001 25.79647, -80.11985 25.79647, -80.11985 25.75647))"
329,2017-07-06T15:10:42,-187.0,PBMC,70.0,5.0,142.0,IMO9375111,25.79779,-80.08631,99.97,244985000.0,0.0,at anchor,VANTAGE,1004.0,15.85,POINT (-80.08631 25.79779),2017-07-06 15:10:42,"POLYGON ((-80.10630999999999 25.77779, -80.06631 25.77779, -80.06631 25.81779, -80.10630999999999 25.81779, -80.10630999999999 25.77779))"
330,2017-07-06T15:10:52,62.1,,,,511.0,,26.01926,-79.89617,10.64,338161564.0,3.8,,GANNET,1019.0,,POINT (-79.89617 26.01926),2017-07-06 15:10:52,"POLYGON ((-79.91616999999999 25.99926, -79.87617 25.99926, -79.87617 26.03926, -79.91616999999999 26.03926, -79.91616999999999 25.99926))"
331,2017-07-06T15:11:51,177.8,WDG9138,0.0,,173.0,,25.92213,-80.08714,46.09,367180940.0,10.5,under way using engine,USHER,1019.0,8.7,POINT (-80.08714000000001 25.92213),2017-07-06 15:11:51,"POLYGON ((-80.10714 25.90213, -80.06714000000001 25.90213, -80.06714000000001 25.94213, -80.10714 25.94213, -80.10714 25.90213))"
332,2017-07-06T15:11:27,193.2,,,,511.0,,26.08472,-79.88280999999998,,338022079.0,2.2,,,,,POINT (-79.88280999999998 26.08472),2017-07-06 15:11:27,"POLYGON ((-79.90280999999997 26.06472, -79.86280999999998 26.06472, -79.86280999999998 26.10472, -79.90280999999997 26.10472, -79.90280999999997 26.06472))"
333,2017-07-07T15:10:50,188.2,D5GX2,70.0,10.7,189.0,IMO9362736,26.50725,-79.98868,179.65,636016590.0,7.0,under way using engine,MELBOURNE STRAIT,1004.0,27.65,POINT (-79.98868 26.50725),2017-07-07 15:10:50,"POLYGON ((-80.00868 26.48725, -79.96868000000001 26.48725, -79.96868000000001 26.52725, -80.00868 26.52725, -80.00868 26.48725))"
334,2017-07-07T15:10:47,174.9,V2AY3,70.0,9.3,177.0,IMO9126986,26.58889000000001,-79.9343,157.12,304128000.0,14.3,under way using engine,ROTHORN,1004.0,23.74,POINT (-79.93429999999999 26.58889000000001),2017-07-07 15:10:47,"POLYGON ((-79.95429999999999 26.56889000000001, -79.9143 26.56889000000001, -79.9143 26.60889000000001, -79.95429999999999 26.60889000000001, -79.95429999999999 26.56889000000001))"
335,2017-07-07T15:10:11,-94.9,,,,511.0,,26.670209999999997,-80.02505,,31904900.0,1.1,,,,,POINT (-80.02504999999999 26.67021),2017-07-07 15:10:11,"POLYGON ((-80.04504999999999 26.65021, -80.00505 26.65021, -80.00505 26.69021, -80.04504999999999 26.69021, -80.04504999999999 26.65021))"
336,2017-07-07T15:11:52,-157.6,PBMC,70.0,5.0,176.0,IMO9375111,26.13942,-80.07499,99.97,244985000.0,0.1,at anchor,VANTAGE,1004.0,15.85,POINT (-80.07499 26.13942),2017-07-07 15:11:52,"POLYGON ((-80.09499 26.11942, -80.05499 26.11942, -80.05499 26.15942, -80.09499 26.15942, -80.09499 26.11942))"
337,2017-07-07T15:11:44,146.2,6YSF2,37.0,2.8,148.0,IMO8979922,26.1197,-80.05761,42.28,339702000.0,16.4,under way using engine,THEMIS,1019.0,8.53,POINT (-80.05761 26.1197),2017-07-07 15:11:44,"POLYGON ((-80.07760999999999 26.0997, -80.03761 26.0997, -80.03761 26.1397, -80.07760999999999 26.1397, -80.07760999999999 26.0997))"
338,2017-07-07T15:11:42,193.1,,,,511.0,,26.66937,-80.02512,,31904900.0,6.2,,,,,POINT (-80.02512 26.66937),2017-07-07 15:11:42,"POLYGON ((-80.04512 26.64937, -80.00512000000001 26.64937, -80.00512000000001 26.68937, -80.04512 26.68937, -80.04512 26.64937))"
339,2017-07-07T15:11:38,8.8,WDH9025,,,511.0,,26.19083,-80.06525,15.79,367663940.0,8.3,,FIRST LOVE,1019.0,,POINT (-80.06525000000001 26.19083),2017-07-07 15:11:38,"POLYGON ((-80.08525 26.17083, -80.04525000000001 26.17083, -80.04525000000001 26.21083, -80.08525 26.21083, -80.08525 26.17083))"
340,2017-07-07T15:11:47,186.0,WDI3752,,,511.0,,25.774639999999998,-80.10043,17.07,367639570.0,25.4,,BILLY THE KID,1019.0,,POINT (-80.10043 25.77464),2017-07-07 15:11:47,"POLYGON ((-80.12043 25.75464, -80.08043000000001 25.75464, -80.08043000000001 25.79464, -80.12043 25.79464, -80.12043 25.75464))"
341,2017-07-07T15:11:55,174.8,V2AY3,70.0,9.3,177.0,IMO9126986,26.58445,-79.9339,157.12,304128000.0,14.3,under way using engine,ROTHORN,1004.0,23.74,POINT (-79.93389999999999 26.58445),2017-07-07 15:11:55,"POLYGON ((-79.95389999999999 26.56445, -79.9139 26.56445, -79.9139 26.60445, -79.95389999999999 26.60445, -79.95389999999999 26.56445))"
342,2017-07-10T15:10:41,0.7,WDG2482,,,511.0,,26.70403,-79.92012,13.96,367516090.0,9.3,,WONDERLAND,1019.0,,POINT (-79.92012 26.70403),2017-07-10 15:10:41,"POLYGON ((-79.94011999999999 26.68403, -79.90012 26.68403, -79.90012 26.72403, -79.94011999999999 26.72403, -79.94011999999999 26.68403))"
343,2017-07-10T15:11:35,185.1,WDD3857,,4.3,184.0,IMO7626279,26.519370000000002,-80.01235,35.36,367137180.0,4.6,under way using engine,ALLIE B,1025.0,9.76,POINT (-80.01235 26.51937),2017-07-10 15:11:35,"POLYGON ((-80.03234999999999 26.49937, -79.99235 26.49937, -79.99235 26.53937, -80.03234999999999 26.53937, -80.03234999999999 26.49937))"
344,2017-07-10T15:10:24,184.1,WDD3857,,4.3,184.0,IMO7626279,26.52088,-80.01222,35.36,367137180.0,4.7,under way using engine,ALLIE B,1025.0,9.76,POINT (-80.01222 26.52088),2017-07-10 15:10:24,"POLYGON ((-80.03222 26.50088, -79.99222 26.50088, -79.99222 26.54088, -80.03222 26.54088, -80.03222 26.50088))"
345,2017-07-12T15:10:50,181.6,KAFK,,,182.0,IMO9759898,26.690209999999997,-79.95792,,369042000.0,8.3,under way using engine,AMERICAN FREEDOM,1024.0,,POINT (-79.95792 26.69021),2017-07-12 15:10:50,"POLYGON ((-79.97792 26.67021, -79.93792000000001 26.67021, -79.93792000000001 26.71021, -79.97792 26.71021, -79.97792 26.67021))"
346,2017-07-12T15:11:30,-146.0,V7ZX9,,1.7,253.0,IMO8679182,26.09608,-80.07358,32.0,538070899.0,10.6,,ANDIAMO!,1019.0,7.35,POINT (-80.07358000000001 26.09608),2017-07-12 15:11:30,"POLYGON ((-80.09358 26.07608, -80.05358000000001 26.07608, -80.05358000000001 26.11608, -80.09358 26.11608, -80.09358 26.07608))"
347,2017-07-12T15:11:26,-53.9,ZJL8025,30.0,,511.0,,26.662329999999997,-80.02006,22.8,378111498.0,14.9,undefined,ADIOS,1019.0,5.6,POINT (-80.02006 26.66233),2017-07-12 15:11:26,"POLYGON ((-80.04006 26.64233, -80.00006 26.64233, -80.00006 26.68233, -80.04006 26.68233, -80.04006 26.64233))"
348,2017-07-12T15:10:49,-145.4,,,,256.0,,26.09538,-80.07614000000002,,304039000.0,11.8,under way using engine,,,,POINT (-80.07614000000002 26.09538),2017-07-12 15:10:49,"POLYGON ((-80.09614000000002 26.07538, -80.05614000000003 26.07538, -80.05614000000003 26.11538, -80.09614000000002 26.11538, -80.09614000000002 26.07538))"
349,2017-07-12T15:10:51,-110.8,,,,511.0,,26.08765,-80.06481,,369244000.0,16.8,,,,,POINT (-80.06480999999999 26.08765),2017-07-12 15:10:51,"POLYGON ((-80.08480999999999 26.06765, -80.04481 26.06765, -80.04481 26.10765, -80.08480999999999 26.10765, -80.08480999999999 26.06765))"
350,2017-07-12T15:11:07,-136.5,WDA5463,0.0,0.0,511.0,,26.09447,-80.08878,0.0,495270931.0,14.8,undefined,PILOTN0;4,0.0,0.0,POINT (-80.08878 26.09447),2017-07-12 15:11:07,"POLYGON ((-80.10878 26.07447, -80.06878 26.07447, -80.06878 26.11447, -80.10878 26.11447, -80.10878 26.07447))"
